stop_id,stop_code,stop_name,stop_url,stop_timezone,stop_lat,stop_lon
SOL,SOL,Solana Beach Amtrak Station,https://www.amtrak.com/stations/sol,America/Los_Angeles,32.992937,-117.271135
SOP,SOP,Southern Pines Amtrak Station,https://www.amtrak.com/stations/sop,America/New_York,35.175069,-79.390303
SPB,SPB,Spartanburg Amtrak Station,https://www.amtrak.com/stations/spb,America/New_York,34.953736,-81.936917
SPG,SPG,Springfield,https://www.amtrak.com/stations/spg,America/New_York,42.105987,-72.592905
SPI,SPI,Springfield,https://www.amtrak.com/stations/spi,America/Chicago,39.802323,-89.651384
SPK,SPK,Spokane,https://www.amtrak.com/stations/spk,America/Los_Angeles,47.65672,-117.415455
SPL,SPL,Staples Amtrak Station,https://www.amtrak.com/stations/spl,America/Chicago,46.354601,-94.795331
SPM,SPM,South Portsmouth Amtrak,https://www.amtrak.com/stations/spm,America/New_York,38.721281,-82.963751
SPT,SPT,Sandpoint Amtrak,https://www.amtrak.com/stations/spt,America/Los_Angeles,48.276234,-116.545583
SPX,SPX,Sparks Amtrak Bus Stop,https://www.amtrak.com/stations/spx,America/Los_Angeles,39.533532,-119.757111
SRA,SRA,Sarasota Amtrak Bus Stop,https://www.amtrak.com/stations/sra,America/New_York,27.337166,-82.456626
SRC,SRC,Santa Rosa Amtrak Bus Stop,https://www.amtrak.com/stations/src,America/Los_Angeles,38.455605,-122.727626
SSM,SSM,Selma,https://www.amtrak.com/stations/ssm,America/New_York,35.532786,-78.280099
STA,STA,Staunton Amtrak Station,https://www.amtrak.com/stations/sta,America/New_York,38.147639,-79.071776
STL,STL,St. Louis,https://www.amtrak.com/stations/stl,America/Chicago,38.624195,-90.203973
STM,STM,Stamford Amtrak Station,https://www.amtrak.com/stations/stm,America/New_York,41.04713,-73.54216
STN,STN,Stanley Amtrak Station,https://www.amtrak.com/stations/stn,America/Chicago,48.319813,-102.389379
STP,STP,St. Petersburg,https://www.amtrak.com/stations/stp,America/New_York,27.843029,-82.644428
STS,STS,New Haven,https://www.amtrak.com/stations/sts,America/New_York,41.305253,-72.922086
STW,STW,Stanwood Amtrak,https://www.amtrak.com/stations/stw,America/Los_Angeles,48.242638,-122.349935
SUI,SUI,Suisun-Fairfield,https://www.amtrak.com/stations/sui,America/Los_Angeles,38.243401,-122.041099
SVT,SVT,Sturtevant Amtrak Station,https://www.amtrak.com/stations/svt,America/Chicago,42.718292,-87.9063
SWB,SWB,Swansboro,https://www.amtrak.com/stations/swb,America/New_York,34.697075,-77.13963
SYR,SYR,Syracuse Regional Transportation Center,https://www.amtrak.com/stations/syr,America/New_York,43.076548,-76.169244
TAC,TAC,Tacoma,https://www.amtrak.com/stations/tac,America/Los_Angeles,47.239803,-122.428099
TAY,TAY,Taylor Amtrak,https://www.amtrak.com/stations/tay,America/Chicago,30.567667,-97.407763
TCA,TCA,Toccoa Amtrak Station,https://www.amtrak.com/stations/tca,America/New_York,34.578456,-83.331542
TCL,TCL,Tuscaloosa Amtrak Station,https://www.amtrak.com/stations/tcl,America/Chicago,33.193165,-87.560228
TEH,TEH,Tehachapi Amtrak Bus Stop,https://www.amtrak.com/stations/teh,America/Los_Angeles,35.132772,-118.451143
TEM,TEM,Tempe Amtrak Bus Stop,https://www.amtrak.com/stations/tem,America/Denver,33.427551,-111.943154
THN,THN,Thurmond Amtrak,https://www.amtrak.com/stations/thn,America/New_York,37.956986,-81.078754
TOH,TOH,Tomah Amtrak Station,https://www.amtrak.com/stations/toh,America/Chicago,43.986007,-90.505331
TOL,TOL,Toledo,https://www.amtrak.com/stations/tol,America/New_York,41.638345,-83.541721
TOP,TOP,Topeka Amtrak Station,https://www.amtrak.com/stations/top,America/Chicago,39.051415,-95.664916
TPA,TPA,Tampa,https://www.amtrak.com/stations/tpa,America/New_York,27.952492,-82.450777
TPL,TPL,Temple,https://www.amtrak.com/stations/tpl,America/Chicago,31.095883,-97.345792
TRA,TRA,Tracy Bus Stop Amtrak Bus Stop,https://www.amtrak.com/stations/tra,America/Los_Angeles,37.761409,-121.436094
TRE,TRE,Trenton,https://www.amtrak.com/stations/tre,America/New_York,40.219011,-74.75444
TRI,TRI,Trinidad Amtrak,https://www.amtrak.com/stations/tri,America/Denver,37.172688,-104.507981
TRM,TRM,Troy Amtrak Station,https://www.amtrak.com/stations/trm,America/New_York,42.542555,-83.191026
TRU,TRU,Truckee Amtrak Station,https://www.amtrak.com/stations/tru,America/Los_Angeles,39.327616,-120.185387
TUK,TUK,Tukwila Amtrak,https://www.amtrak.com/stations/tuk,America/Los_Angeles,47.461081,-122.240254
TUS,TUS,Tucson Amtrak Station,https://www.amtrak.com/stations/tus,America/Denver,32.222977,-110.96677
TVF,TVF,The Villages-Lady Lake Amtrak Bus Stop,https://www.amtrak.com/stations/tvf,America/New_York,28.953067,-81.957989
TXA,TXA,Texarkana Amtrak Station,https://www.amtrak.com/stations/txa,America/Chicago,33.420067,-94.043082
TYR,TYR,Tyrone Amtrak,https://www.amtrak.com/stations/tyr,America/New_York,40.667705,-78.24047
UCA,UCA,Utica Amtrak Station,https://www.amtrak.com/stations/uca,America/New_York,43.103892,-75.223434
UKH,UKH,Ukiah Amtrak Bus Stop,https://www.amtrak.com/stations/ukh,America/Los_Angeles,39.15194,-123.198704
VAB,VAB,Virginia Beach Amtrak Bus Stop,https://www.amtrak.com/stations/vab,America/New_York,36.847096,-75.978111
VAC,VAC,Vancouver,https://www.amtrak.com/stations/vac,America/Los_Angeles,49.273757,-123.098336
VAL,VAL,Vallejo,https://www.amtrak.com/stations/val,America/Los_Angeles,38.100262,-122.25924
VAN,VAN,Vancouver,https://www.amtrak.com/stations/van,America/Los_Angeles,45.628901,-122.686544
VEC,VEC,Ventura Amtrak,https://www.amtrak.com/stations/vec,America/Los_Angeles,34.276929,-119.299918
VNC,VNC,Van Nuys,https://www.amtrak.com/stations/vnc,America/Los_Angeles,34.211294,-118.448206
VRV,VRV,Victorville Amtrak,https://www.amtrak.com/stations/vrv,America/Los_Angeles,34.5372,-117.292956
WAB,WAB,Waterbury-Stowe Amtrak Station,https://www.amtrak.com/stations/wab,America/New_York,44.335011,-72.751806
WAH,WAH,Washington Amtrak Station,https://www.amtrak.com/stations/wah,America/Chicago,38.561466,-91.012717
WAR,WAR,Warrensburg Amtrak Station,https://www.amtrak.com/stations/war,America/Chicago,38.76275,-93.7409
WBG,WBG,Williamsburg Amtrak Station,https://www.amtrak.com/stations/wbg,America/New_York,37.276414,-76.708564
WDB,WDB,Woodbridge Amtrak,https://www.amtrak.com/stations/wdb,America/New_York,38.658915,-77.247852
WDL,WDL,Wisconsin Dells Amtrak Station,https://www.amtrak.com/stations/wdl,America/Chicago,43.626509,-89.777451
WDO,WDO,Waldo Amtrak Station,https://www.amtrak.com/stations/wdo,America/New_York,29.790507,-82.166727
WEM,WEM,Wells,https://www.amtrak.com/stations/wem,America/New_York,43.320836,-70.612192
WEN,WEN,Wenatchee Amtrak,https://www.amtrak.com/stations/wen,America/Los_Angeles,47.421556,-120.306552
WES,WES,Westwood Ucla Amtrak Bus Stop,https://www.amtrak.com/stations/wes,America/Los_Angeles,34.068772,-118.448979
WFD,WFD,Wallingford Amtrak,https://www.amtrak.com/stations/wfd,America/New_York,41.456969,-72.825221
WFH,WFH,Whitefish Amtrak Station,https://www.amtrak.com/stations/wfh,America/Denver,48.413474,-114.335575
WGL,WGL,West Glacier Amtrak,https://www.amtrak.com/stations/wgl,America/Denver,48.496218,-113.979164
WHL,WHL,Whitehall Amtrak,https://www.amtrak.com/stations/whl,America/New_York,43.554694,-73.403207
WIC,WIC,Wichita Amtrak Station,https://www.amtrak.com/stations/wic,America/Chicago,37.684706,-97.334058
WIH,WIH,Wishram Amtrak,https://www.amtrak.com/stations/wih,America/Los_Angeles,45.657669,-120.966142
WIL,WIL,Wilmington,https://www.amtrak.com/stations/wil,America/New_York,39.737263,-75.551095
WIN,WIN,Winona,https://www.amtrak.com/stations/win,America/Chicago,44.044404,-91.640073
WIP,WIP,Winter Park/Fraser,https://www.amtrak.com/stations/wip,America/Denver,39.947566,-105.817388
WLN,WLN,Wilson,https://www.amtrak.com/stations/wln,America/New_York,35.723135,-77.908029
WLO,WLO,Winslow Amtrak,https://www.amtrak.com/stations/wlo,America/Denver,35.021666,-110.694981
WLY,WLY,Westerly Amtrak Station,https://www.amtrak.com/stations/wly,America/New_York,41.381081,-71.82978
WMH,WMH,Williams,https://www.amtrak.com/stations/wmh,America/Denver,35.25114,-112.198135
WMN,WMN,Wilmington Amtrak Station,https://www.amtrak.com/stations/wmn,America/New_York,34.251192,-77.874895
WND,WND,Windsor,https://www.amtrak.com/stations/wnd,America/New_York,41.852013,-72.642253
WNL,WNL,Windsor Locks,https://www.amtrak.com/stations/wnl,America/New_York,41.913956,-72.626101
WNM,WNM,Windsor-Mt. Ascutney Amtrak,https://www.amtrak.com/stations/wnm,America/New_York,43.479908,-72.384985
WNN,WNN,Winnemucca Amtrak,https://www.amtrak.com/stations/wnn,America/Los_Angeles,40.969044,-117.73221
WNR,WNR,Walnut Ridge Amtrak Station,https://www.amtrak.com/stations/wnr,America/Chicago,36.06766,-90.956766
WOB,WOB,Woburn Amtrak Station,https://www.amtrak.com/stations/wob,America/New_York,42.517358,-71.143823
WOR,WOR,Worcester Union Station,https://www.amtrak.com/stations/wor,America/New_York,42.261478,-71.794812
WPB,WPB,West Palm Beach Amtrak Station,https://www.amtrak.com/stations/wpb,America/New_York,26.712554,-80.062184
WPK,WPK,Winter Park Amtrak Station,https://www.amtrak.com/stations/wpk,America/New_York,28.597099,-81.351993
WPS,WPS,Winter Park,https://www.amtrak.com/stations/wps,America/Denver,39.88369,-105.761836
WPT,WPT,Wolf Point Amtrak Station,https://www.amtrak.com/stations/wpt,America/Denver,48.091672,-105.642736
WRJ,WRJ,White River Junction Amtrak Station,https://www.amtrak.com/stations/wrj,America/New_York,43.647785,-72.317272
WSP,WSP,Westport,https://www.amtrak.com/stations/wsp,America/New_York,44.187288,-73.451773
WSS,WSS,White Sulphur Springs Amtrak,https://www.amtrak.com/stations/wss,America/New_York,37.786443,-80.304004
WTH,WTH,Winter Haven,https://www.amtrak.com/stations/wth,America/New_York,28.002146,-81.734878
WTI,WTI,Waterloo Amtrak Station,https://www.amtrak.com/stations/wti,America/New_York,41.431816,-85.024298
WTN,WTN,Williston Amtrak Station,https://www.amtrak.com/stations/wtn,America/Chicago,48.143,-103.620926
WTS,WTS,Willits Calif Western Railroad Depot Amtrak,https://www.amtrak.com/stations/wts,America/Los_Angeles,39.412597,-123.351003
WWD,WWD,Wildwood Amtrak Station,https://www.amtrak.com/stations/wwd,America/New_York,28.866164,-82.039518
YAZ,YAZ,Yazoo City Amtrak,https://www.amtrak.com/stations/yaz,America/Chicago,32.848477,-90.41523
YEM,YEM,Yemassee Amtrak,https://www.amtrak.com/stations/yem,America/New_York,32.688286,-80.846901
YNY,YNY,Yonkers Amtrak Station,https://www.amtrak.com/stations/yny,America/New_York,40.935586,-73.902263
YUM,YUM,Yuma Amtrak,http://www.amtrak.com/yum,America/Denver,32.723139,-114.615571
MOE,MOE,Mobile Amtrak Sta,http://www.amtrak.com/stations/moe,America/New_York,30.690853,-88.03829
PAG,PAG,Pascagoula,http://www.amtrak.com/stations/pag,America/New_York,30.367846,-88.559546
BIX,BIX,Biloxi Amtrak Sta,http://www.amtrak.com/stations/bix,America/New_York,30.39905786,-88.89164084
GUF,GUF,Gulfport Amtrak Sta,http://www.amtrak.com/stations/guf,America/New_York,30.369036,-89.09478
BAS,BAS,Bay St Louis,http://www.amtrak.com/stations/bas,America/New_York,30.308734,-89.334
NRG,NRG,Northridge,http://www.amtrak.com/stations/nrg,America/Los_Angeles,34.230659,-118.545417
GUI,GUI,Guilford,http://www.amtrak.com/stations/gui,America/New_York,41.275603,-72.673513
CLN,CLN,Clinton,http://www.amtrak.com/stations/cln,America/New_York,41.279458,-72.528314
WSB,WSB,Westbrook,http://www.amtrak.com/stations/wsb,America/New_York,41.288787,-72.448
BNF,BNF,Branford,http://www.amtrak.com/stations/bnf,America/New_York,41.274549,-72.817225
MDS,MDS,Madison,http://www.amtrak.com/stations/mds,America/New_York,41.283577,-72.599444
BBK,BBK,Burbank,http://www.amtrak.com/stations/bbk,America/Los_Angeles,34.178925,-118.311829
BTN,BTN,Burlington,http://www.amtrak.com/stations/btn,America/New_York,44.4757,-73.21927
VRN,VRN,Ferrisburgh,http://www.amtrak.com/stations/vrn,America/New_York,44.180921,-73.248824
MBY,MBY,Middlebury,http://www.amtrak.com/stations/mby,America/New_York,44.017425,-73.169775
MYU,MYU,Seaside-Marina,http://www.amtrak.com/stations/myu,America/Los_Angeles,36.653516,-121.801379
CBN,CBN,Canadian Border,http://www.amtrak.com/stations/cbn,America/New_York,43.109235,-79.058357
NFS,NFS,Niagara Falls,http://www.amtrak.com/stations/nfs,America/New_York,43.108736,-79.063291
TWO,TWO,Toronto,http://www.amtrak.com/stations/two,America/New_York,43.645427,-79.380762
HSU,HSU,Arcata,http://www.amtrak.com/stations/hsu,America/Los_Angeles,40.873347,-124.081496
GLY,GLY,Gilroy,http://www.amtrak.com/stations/gly,America/Los_Angeles,37.003961,-121.566798
OKL,OKL,Oakville,http://www.amtrak.com/stations/okl,America/New_York,43.455394,-79.682392
AST,AST,Aldershot,http://www.amtrak.com/stations/ast,America/New_York,43.313413,-79.855712
GMS,GMS,Grimsby,http://www.amtrak.com/stations/gms,America/New_York,43.195949,-79.557945
SCA,SCA,St. Catherines,http://www.amtrak.com/stations/sca,America/New_York,43.147829,-79.256017
WEL,WEL,Wellington,http://www.amtrak.com/stations/wel,America/Chicago,37.274929,-97.381842
SEB,SEB,Seabrook,http://www.amtrak.com/stations/seb,America/New_York,38.9727318,-76.8435658
BWE,BWE,Bowie State,http://www.amtrak.com/stations/bwe,America/New_York,39.01783443,-76.76498908
OTN,OTN,Odenton,http://www.amtrak.com/stations/otn,America/New_York,39.0871363,-76.7064122
WBL,WBL,West Baltimore,http://www.amtrak.com/stations/wbl,America/New_York,39.293448,-76.6533103
HAE,HAE,Halethorpe,http://www.amtrak.com/stations/hae,America/New_York,39.2371851,-76.69148125
MSA,MSA,Martin Airport,http://www.amtrak.com/stations/msa,America/New_York,39.33012395,-76.42143326
EDG,EDG,Edgewood,http://www.amtrak.com/stations/edg,America/New_York,39.41624514,-76.29281265
PRV,PRV,Perryville,http://www.amtrak.com/stations/prv,America/New_York,39.5579616,-76.0732195
NYF,NYF,Ny State Fair,http://www.amtrak.com/stations/nyf,America/New_York,43.071924,-76.229473
WAS,WAS,Washington Union Station,https://www.amtrak.com/stations/was,America/New_York,38.896993,-77.006422
LBO,LBO,Lbo,http://www.amtrak.com/stations/lbo,America/New_York,54.77395978,-101.84806319
WMD,WMD,Wmd,http://www.amtrak.com/stations/wmd,America/New_York,39.157083,-122.146998
SAA,SAA,Saa,http://www.amtrak.com/stations/saa,America/New_York,38.692583,-121.588691
OLD,OLD,Old,http://www.amtrak.com/stations/old,America/New_York,39.74875,-122.202419
